Artist,Title,Year,Sales,Streams,Rating
"Rupert Holmes","Him",1980,4661,338,1.042
"Oasis","Stop Crying Your Heart Out",2002,4659,716,1.500
"Martika","I Feel the Earth Move",1989,4657,1069,1.111
"White Plains","My Baby Loves Lovin'",1970,4656,3985,0.521
"Swing Out Sister","Am I the Same Girl",1992,4656,1039,2.525
"Peter Cetera & Cher","After All",1989,4651,4775,0.700
"Pat Boone","I Almost Lost My Mind",1956,465,4327,0.510
"Inner City","Good Life",1989,4642,1215,0.523
"Kenny G","Songbird",1987,4642,3023,1.077
"David Bowie","Jump They Say",1993,4641,2,2.015
"Natalie Cole","Miss You Like Crazy",1989,464,2187,1.222
"Expose","Seasons Change",1988,464,4173,0.527
"Jon Secada","If You Go",1994,4635,2282,1.080
"Hole","Celebrity Skin",1998,4635,1724,1.515
"Swing Out Sister","Breakout",1987,4634,1897,1.048
"Pebbles","Giving You the Benefit",1990,4633,2304,2.011
"Blue Magic","Sideshow",1974,4631,5255,0.540
"John Lee Hooker","Boom Boom",1962,4631,5256,0.519
"Oasis","Some Might Say",1995,4631,1249,0.520
"Avril Lavigne","Losing Grip",2003,4626,2494,0.583
"Manu Chao","Me gustas tu",2001,4625,15,0.514
"Mr Big","Wild World",1993,4621,1047,1.167
"Bing Crosby","Please",1932,462,2694,0.519
"Bobby Vinton","There! I've Said it Again",1964,4615,5237,0.516
"Mary Mary","Shackles (Praise You)",2000,4611,1056,1.083
"Frankie Laine","Hey Joe",1953,4606,2058,0.511
"Calloway","I Wanna Be Rich",1990,4605,4739,0.700
"Warrant","Heaven",1989,4602,4519,0.540
"Barenaked Ladies","It's All Been Done",1999,4601,2793,0.537
"Peggy Lee","Golden Earrings",1947,4599,3074,0.525
"Rita Coolidge","We're All Alone",1977,4598,3687,0.531
"Keith Carradine","I'm Easy",1976,4598,6178,0.519
"Cornershop","Brimful of Asha",1998,4592,703,1.172
"Nat King Cole","Answer Me, My Love",1954,4591,2732,0.515
"Sweet Sensation","Sad Sweet Dreamer",1975,4589,1622,0.516
"The Eurythmics","Love is a Stranger",1983,4588,1773,0.517
"Ella Fitzgerald & The Ink Spots","I'm Beginning to See The Light",1945,4584,1914,0.520
"The Foo Fighters","Learn to Fly",1999,4578,2019,1.110
"Enya","Anywhere Is",1995,4578,625,2.014
"Ice Cube","It Was a Good Day",1993,4574,3564,0.512
"Ray Noble","Isle of Capri",1935,4574,3625,0.518
"The Manic Street Preachers","If You Tolerate This Your Children Will Be Next",1998,4574,703,0.611
"Eternal","Stay",1994,4573,1584,1.526
"Stevie Wonder","My Cherie Amour",1969,4572,707,0.538
"Paramore","Misery Business",2008,4572,3512,0.514
"Billy Eckstine","I Apologize",1951,4571,4508,0.512
"Sting","Let Your Soul Be Your Pilot",1996,4567,512,2.011
"INXS","Elegantly Wasted",1997,4564,1028,1.102
"Lionel Richie","Do it to Me",1992,4563,1058,1.696
"Rhythm Heritage","Theme from 'SWAT'",1976,4561,6086,0.513
"MC Hammer","Addam's Groove",1992,4559,2413,0.516
"A-Ha","Crying in the Rain",1990,4546,2,0.591
"Kanye West","Diamonds From Sierra Leone",2005,4545,2511,0.545
"Mary J Blige","No More Drama",2002,4543,2106,0.524
"Tina Arena","Chains",1995,4542,1043,1.029
"Johnnie Ray","I'll Never Fall in Love Again",1959,4542,713,0.524
"Soul II Soul","A Dream's a Dream",1990,454,512,1.137
"2 In A Room","Wiggle It",1991,4539,1847,1.054
"10,000 Maniacs","Because the Night",1994,4538,2159,1.554
"Peter Bjorn & John","Young Folks",2006,4535,2298,2.028
"Charles Aznavour","She",1974,4535,729,0.521
"The Caesars","Jerk it Out",2003,4535,209,1.088
"The Carpenters","Only Yesterday",1975,4533,2953,0.550
"Janet Jackson","Any Time, Any Place",1994,4532,4115,0.526
"Simple Plan","Welcome to My Life",2004,4526,2313,0.700
"Les Baxter & his Orchestra","April In Portugal (The Whisp'ring Serenade)",1953,4522,4393,0.534
"Elton John & Kiki Dee","True Love",1993,4522,518,1.349
"SWV","I'm So Into You",1993,4519,4177,0.556
"Mike & The Mechanics","All I Need is a Miracle",1986,4517,2959,0.517
"Buddy Clark","Peg o' My Heart",1947,4517,398,0.531
"Black Box","I Don't Know Anybody Else",1990,4516,543,0.567
"Nelly","Flap Your Wings",2004,4515,1269,0.543
"Ray, Goodman & Brown","Special Lady",1980,451,5269,0.521
"Mariah Carey","Make it Happen",1992,4508,2901,1.059
"Depeche Mode","It's No Good",1997,4508,727,0.534
"Def Leppard","When Love & Hate Collide",1995,4507,517,0.538
"The Fontane Sisters","Heart of Stone",1955,4505,4821,0.513
"Cheryl Lynn","Got To Be Real",1979,4505,5213,0.534
"Kenny Rogers","She Believes (In Me)",1979,45,4823,0.525
"The Backstreet Boys","Inconsolable",2007,4498,512,1.886
"Robyn","Do You Know (What It Takes)",1997,4494,3065,0.515
"Tevin Campbell","Tell Me What You Want Me To Do",1992,4493,302,1.184
"Paul Anka","I Don't Like To Sleep Alone",1975,4492,2777,0.528
"Lasgo","Something",2001,4486,1054,0.577
"Georgia Gibbs","Tweedle Dee",1955,4485,3679,0.518
"Lenny Kravitz","I'll Be Waiting",2008,4485,514,1.046
"Bing Crosby","Out of Nowhere",1931,4481,2654,0.518
"Roberta Flack & Donny Hathaway","Where is the Love?",1972,448,441,0.513
"Sheryl Crow","The First Cut is the Deepest",2003,4478,2906,0.625
"Marty Balin","Hearts",1981,4478,3328,0.522
"Lisa Lisa & Cult Jam","Lost In Emotion",1987,4476,4402,0.516
"Rose Royce","Love Don't Live Here Anymore",1978,4472,1587,0.510
"2 Unlimited","Twilight Zone",1992,4468,1111,1.060
"N Sync","This I Promise You",2000,4463,2297,1.034
"Justin Timberlake","Senorita",2003,4461,2158,0.511
"New Edition","Candy Girl",1983,4459,1065,0.514
"Glenn Miller","Moonlight Becomes You",1942,4458,1855,0.511
"Celine Dion","Where Does My Heart Beat Now",1991,4458,2851,1.158
"Sylvester","You Make Me Feel (Mighty Real)",1978,4456,1229,0.511
"Perry Como","Tina Marie",1955,4454,2443,0.511
"Annie Lennox","Walking On Broken Glass",1992,4448,1089,0.567
"Eddie Cantor","Margie",1921,4448,3386,0.643
"Rudy Vallee & his Connecticut Yankees","Stein Song (University of Maine)",1930,4445,3482,0.543
"Bobby Brown","Don't Be Cruel",1988,4442,2932,0.515
"Jimmy Dorsey","So Rare",1957,4436,3122,0.520
"Enigma","Beyond the Invisible",1996,4433,1103,1.000
"Genesis","In Too Deep",1987,4429,2937,0.517
"Damn Yankees","High Enough",1991,4426,3726,0.591
"Michael Bolton","How Can We Be Lovers",1990,4426,2393,0.667
"Maroon 5","Wake Up Call",2007,4426,2117,0.511
"Freddie Mercury","I Was Born to Love You",1985,4423,513,1.595
"The Rolling Stones","Love is Strong",1994,4421,511,1.372
"Simply Red","Stars",1992,4419,723,1.138
"Madonna","Get Together",2006,4404,738,0.517
"Pharrell Williams","Frontin'",2003,4401,2273,0.750
"Maxi Priest & Shaggy","That Girl",1996,4399,2101,0.534
"Kardinal Offishall","Dangerous",2008,4399,2842,0.513
"Charlie Gracie","Butterfly",1957,4398,1923,0.510
"The Manhattans","Shining Star",1980,4396,5566,0.522
"Dick Haymes","Little White Lies",1948,4396,2667,0.513
"Enrique Iglesias","Be With You",2000,4391,3104,0.529
"Paul Whiteman","The Birth of the Blues",1926,4391,3414,0.563
"Prince","My Name is Prince",1992,4383,528,2.018
"The Bangles","In Your Room",1988,4375,297,1.212
"SWV","You're the One",1996,4372,2504,1.500
"Huey Lewis & The News","Perfect World",1988,4372,2397,0.511
"John Mayer","No Such Thing",2002,4371,3399,0.537
"The Cranberries","Ode to My Family",1995,4366,712,0.534
"Brenda Russell","Piano in the Dark",1988,4365,2204,0.750
"Andru Donalds","Mishale",1995,4363,1041,1.513
"Michael Jackson","Stranger in Moscow",1996,4358,511,0.534
"Bruce Springsteen","Secret Garden",1997,4355,21,0.511
"Blur","Girls & Boys",1994,4352,1743,1.207
"Radiohead","Fake Plastic Trees",1995,4352,288,0.513
"Jack Johnson","Sitting, Waiting, Wishing",2005,435,2215,1.347
"Queen","I Want it All",1989,4349,72,0.523
"Dire Straits","Calling Elvis",1991,4347,2,0.577
"Gloria Estefan","Reach",1996,4339,1041,1.369
"Red Hot Chili Peppers","The Zephyr Song",2002,4336,1233,1.038
"Sean Paul","I'm Still in Love With You",2004,4332,2114,0.511
"Madonna","Keep it Together",1990,4332,1889,1.116
"Boyz II Men","Motown Philly",1991,4331,402,0.519
"R Kelly","The World's Greatest",2002,433,529,0.524
"Luther Vandross","Here & Now",1990,4329,4533,0.553
"Ugly Kid Joe","Everything About You",1992,4329,1836,0.510
"Foxy","Get Off",1978,4328,2789,0.538
"Alice Cooper","How You Gonna See Me Now",1978,4328,2351,0.523
"Robert John","The Lion Sleeps Tonight",1972,4327,4839,0.510
"Cover Girls","Wishing On a Star",1992,4327,2184,1.134
"Bon Jovi","In These Arms",1993,4323,105,1.025
"Harry James","Mister Five By Five",1943,4321,3812,0.512
"Sisqo","Incomplete",2000,4318,294,0.512
"Radiohead","High & Dry",1995,4316,2239,0.625
"Nicolette Larson","Lotta Love",1979,4316,2809,1.032
"Breathe","How Can I Fall",1988,4314,2447,0.833
"Suede","Trash",1996,4313,702,1.122
"REM","Bad Day",2003,431,2,0.600
"Avril Lavigne","Keep Holding On",2007,4308,3001,1.046
"Paul Whiteman","Valencia",1926,4303,3365,0.532
"2 Unlimited","Get Ready For This",1992,43,536,1.582
"Queen","The Show Must Go On",1991,4297,1463,0.512
"Mariah Carey","I Don't Wanna Cry",1991,4295,4274,1.117
"Al Hirt","Java",1964,4293,4092,0.511
"Holly Johnson","Love Train",1989,4291,515,0.567
"Nick Lucas","Tip Toe Thru' The Tulips With Me",1929,429,3327,0.559
"Michael Jackson","One More Chance",2003,429,712,1.500
"Prince","Partyman",1989,4285,2013,1.396
"Lenny Kravitz","Rock 'n' Roll Is Dead",1995,4283,513,2.042
"Bowling For Soup","1985",2004,4282,3844,0.525
"Michelle Branch","Everywhere",2001,4279,2371,0.583
"Lauryn Hill","Ex-Factor",1999,4274,1564,1.500
"Vertical Horizon","Everything You Want",2000,4273,3554,0.510
"Hilary Duff","So Yesterday",2003,4273,1549,0.567
"The Chemical Brothers","Setting Sun",1996,4272,1732,0.533
"The Beatles","Do You Want to Know a Secret?",1964,4272,5695,0.537
"Madonna","Rescue Me",1991,4271,2083,0.667
"New Edition","Hit Me Off",1996,4271,2095,1.217
"Michael Jackson","Who is It",1992,4271,1096,0.523
"Alcazar","Crying At the Discoteque",2001,427,526,0.531
"The Commodores","Sweet Love",1976,427,3964,0.512
"Tears For Fears","Break it Down Again",1993,4268,1766,1.046
"Sting","We'll Be Together",1987,4264,2186,1.032
"George Michael","Outside",1998,4262,2,0.600
"Wyclef Jean & Claudette Ortiz","Two Wrongs",2002,4261,536,0.515
"Bon Jovi","(You Want To) make A Memory",2007,4261,1287,0.667
"The Village People","Macho Man",1978,4259,3434,0.534
"Celine Dion","Taking Chances",2007,4258,1036,0.625
"Ketty Lester","Love Letters",1962,4255,3999,0.510
"Silvana Mangano","Anna (The Baion)",1953,4255,2234,0.524
"Tony Martin","There's No Tomorrow",1949,4252,3633,0.525
"Lisa Loeb & Nine Stories","I Do",1997,4248,1602,1.518
"Mika","Love Today",2007,4248,511,0.522
"Roxette","Dressed For Success",1989,4247,1078,0.750
"Elton John","Empty Garden (Hey Hey Johnny)",1982,4245,263,0.526
"Oasis","Live Forever",1994,4239,1277,0.643
"Glenn Miller","Pennsylvania 6-5000",1940,4239,3569,0.540
"Gary Moore","Still Got the Blues (For You)",1990,4238,51,0.526
"Gary Puckett & The Union Gap","Over You",1968,4238,5647,0.513
"Junior Walker & The All-Stars","What Does it Take (To Win Your Love)",1969,4238,6302,0.510
"Weezer","Beverly Hills",2005,4232,3557,0.700
"Katy Perry","Thinking of You",2009,4229,156,0.521
"Chris Brown","Yo! (Excuse Me Miss)",2006,4224,2584,0.512
"Rudy Vallee & his Connecticut Yankees","Honey",1929,4218,3297,0.523
"The Scorpions","Still Loving You",1984,4217,1029,0.522
"Janet Jackson","Just a Little While",2004,4215,1035,2.083
"Chris Cornell","You Know My Name",2006,4209,713,0.512
"Little River Band","Reminiscing",1978,4206,3857,0.513
"Ce Ce Peniston","I'm in the Mood",1994,4205,1045,2.019
"REM","Leaving New York",2004,4205,2,0.545
"Xavier Cugat","Brazil (Aquarela do Brasil)",1943,4205,3645,0.556
"Keane","Somewhere Only We Know",2004,4205,2033,0.833
"Ozzy Osbourne","Dreamer",2002,4204,711,0.511
"Janet Jackson","I Get Lonely",1998,4202,2673,0.511
"Blur","The Universal",1995,4198,1215,0.510
"Garbage","The World is Not Enough",1999,4197,713,0.550
"Kanye West","Through the Wire",2004,4196,2898,0.543
"Mis-Teeq","Scandalous",2003,419,1578,0.515
"Fred Waring & the Pennsylvanians","Sleep",1924,4189,3269,0.525
"Jade","Every Day Of The Week",1995,4188,2633,0.518
"Edie Brickell & The New Bohemians","What I Am",1989,4186,22,1.070
"Neneh Cherry","Manchild",1989,4184,701,0.537
"Babyface","When Can I See You?",1994,4183,3754,0.525
"BLACKstreet & Mya","Take Me There",1998,4183,1598,0.567
"The Darkness","Christmas Time (Don't Let the Bells End)",2003,4179,728,0.556
"Sting","When We Dance",1994,4178,1043,1.188
"Instant Funk","I Got My Mind Made Up",1979,4176,3383,0.512
"Boyz II Men","It's So Hard to Say Goodbye to Yesterday",1991,4174,4807,0.577
"The Weather Girls","It's Raining Men",1983,4174,2032,0.520
"Hootie & The Blowfish","Hold My Hand",1995,4174,2802,1.023
"Blues Traveler","Run Around",1995,4169,3703,1.032
"Sugar Ray","When It's Over",2001,4169,2161,1.516
"David Seville & The Chipmunks","The Chipmunk Song (Christmas Don't Be Late)",1958,4167,3115,0.010
"Boy George","The Crying Game",1993,4166,1279,0.528
"NERD","She Wants to Move",2004,4166,523,1.577
"Barry Manilow","Ready To Take A Chance",1978,4164,3734,0.511
"Justin Timberlake","Summer Love",2007,4164,4307,0.510
"Dick Haymes","Mam'selle",1947,4164,1583,0.515
"Erykah Badu","On & On",1997,4164,3389,0.563
"Will Smith","Will 2K",1999,4164,1067,1.000
"K7","Come Baby Come",1994,4162,2306,0.513
"O C Smith","Little Green Apples",1968,416,6535,0.530
"Lyte Funkie Ones","Summer Girls",1999,4158,3385,0.520
"Ted Weems","Somebody Stole My Gal",1924,4158,3237,0.529
"John Mayer","Waiting on the World to Change",2006,4156,4931,0.600
"Dru Hill","In My Bed",1997,4156,2187,0.510
"Nirvana","Heart-Shaped Box",1993,4155,2143,0.583
"Roxette","Wish I Could Fly",1999,4153,2,0.531
"K-Ci & JoJo","Tell Me It's Real",1999,4151,2035,1.141
"Rihanna","If It's Lovin' That You Want",2005,415,1573,0.510
"Al Jolson","All Alone",1925,415,3211,0.548
"Inner Circle","Games People Play",1994,4149,512,1.700
